TSPAN6,HPA004109;
IP6K2,HPA007532;HPA070811;
STON1-GTF2A1L,HPA005715;
SRBD1,HPA030567;HPA030568;
KIF2A,HPA004715;HPA004716;
RASGRP2,HPA015635;HPA015667;
PSME4,HPA060922;
IFT80,HPA035868;
SIRT2,CAB004573;HPA011165;
ERLEC1,HPA031501;HPA031502;HPA031503;
PPP2R5B,HPA036607;
PYGM,HPA056003;
PAGE1,HPA003473;
TRPC7,CAB022592;HPA031126;
MAST4,HPA000544;
NUP133,HPA059767;
NUCKS1,HPA062351;HPA063843;
VPS35,HPA040802;
DNAJA2,HPA049789;HPA060538;
BCL3,CAB002051;HPA047514;
ABCC9,HPA007279;
CLEC2D,HPA017649;HPA047584;
FUNDC1,HPA038773;
MAOB,HPA002328;CAB037200;
RORA,CAB009861;
TGFBR3,HPA008257;CAB018971;
PLA2G10,HPA041893;
HES2,HPA039462;
ATP1B3,CAB020697;HPA048963;
NEDD4,CAB001991;HPA039883;CAB072833;
PIGB,HPA039929;
MAPK6,CAB005184;HPA030262;HPA047825;
GNB5,CAB032353;HPA041942;HPA044198;
RAB27A,HPA001333;CAB034046;
HDHD5,HPA005548;
UFD1,HPA030286;HPA030287;
LRP6,CAB004490;HPA029925;
GUCY2C,HPA037655;HPA073759;
SCT,HPA050961;
PHRF1,HPA019867;HPA062933;
ELP1,CAB021340;HPA049677;HPA050686;
NUCB2,HPA008395;CAB015931;CAB079781;
PFN2,HPA035611;CAB037073;
PTPN3,HPA038343;HPA046728;
SPTB,HPA003394;HPA003398;CAB015169;CAB016232;
DAPP1,CAB033822;HPA046074;
FGF10,CAB010315;
TMEM260,HPA003502;
SMG6,HPA042932;
EXOC5,HPA060837;
FSTL3,CAB024899;HPA045378;
DGCR2,HPA000873;
RNF126,HPA043050;
JMJD6,CAB004548;HPA059156;
POLB,CAB011616;HPA049104;
FRMPD1,HPA042934;
NDST1,HPA060532;
AP3M2,CAB014876;HPA045591;HPA048380;
CHAT,CAB002313;HPA048547;CAB079053;
PABPC1,CAB011536;HPA045423;HPA067156;
TESK2,HPA027257;HPA063869;
CFAP20,HPA018195;
EIF2B3,HPA024213;HPA024218;HPA024219;
CAMK2A,CAB004330;HPA051783;HPA051785;HPA053973;
TCOF1,CAB033199;HPA038237;HPA038238;
OSBPL3,HPA000691;HPA048401;
EPHA8,CAB009660;HPA031433;
SLC12A3,HPA028748;
RAD18,HPA006716;HPA006724;HPA008752;
ATP2B1,CAB005605;HPA011166;HPA012945;
NCK2,CAB016116;HPA031004;
MAP4K4,HPA008476;
MGAT4A,HPA007608;
WDR1,CAB020804;HPA036434;HPA070293;
RPS6KA2,CAB026243;HPA045061;HPA054237;CAB069428;
ING3,HPA004762;HPA067388;HPA067575;
BUD23,HPA052185;
SEL1L,HPA024267;
TRIP13,HPA005727;HPA053093;
ATP6AP1,CAB015218;
TCF3,CAB018351;HPA049808;HPA062476;
TRIB2,HPA001305;
DAZAP1,HPA004201;HPA004631;
MBD3,CAB013265;
HLTF,HPA015284;HPA049001;
FAM50A,HPA003585;
FAM3A,CAB025016;HPA035268;HPA056991;
CYBRD1,HPA014757;
CDH19,HPA056332;
PDCD2,HPA026713;HPA075534;
SLC6A15,HPA008609;
RDH11,CAB046011;
PRKACA,CAB010361;HPA071185;
ADGRL1,HPA037974;
ZFYVE26,HPA055500;
RPS6KA6,HPA002852;HPA003904;
EPN2,HPA049809;HPA053360;
PTPN18,CAB012174;HPA053367;
SPEG,HPA018904;
LNX1,HPA002235;HPA071091;
ALDH3A2,HPA014769;CAB020692;
SREBF1,CAB005406;HPA043343;HPA043878;
AFF4,HPA023690;HPA029634;
UBE2D1,HPA003920;
SMC1A,HPA005499;CAB025404;
HSD17B10,HPA001432;
MARK2,HPA038790;HPA074905;
HMMR,CAB002433;HPA040025;HPA043926;HPA061524;
P4HA2,HPA016997;HPA027824;CAB062557;
FCGR2B,CAB007796;HPA014730;
TRNT1,HPA036938;
ACADVL,HPA019006;HPA020595;
STK10,HPA015083;CAB020840;
CRMP1,HPA035640;CAB037313;
EVC,HPA008703;HPA016046;
DERL2,CAB037287;HPA048957;HPA056551;
SIDT1,HPA035862;
NDE1,HPA024075;
MRVI1,HPA008704;
AP1M1,HPA045256;
XRCC1,CAB005427;HPA006717;
CYP2W1,HPA012753;
MOV10L1,HPA019034;
PANX2,HPA004624;HPA039117;
TP63,CAB000083;HPA006288;HPA006289;HPA007009;HPA007010;
ALPK1,HPA027435;HPA027443;
LLGL2,HPA022913;
PDE8A,HPA007722;
NLE1,HPA018807;
SDHA,CAB034929;HPA041981;HPA064582;
SMARCE1,HPA003916;CAB037318;
FNDC8,HPA026521;
GSDMB,CAB013681;HPA023925;HPA052407;
PPP2R3A,HPA035829;HPA035830;HPA065338;
FERMT2,HPA040505;HPA072965;
ABCB11,HPA019035;
DHRS9,HPA036491;HPA036667;
PTGS2,CAB000113;HPA001335;
IGF2BP2,CAB017126;HPA035145;
MAP3K13,HPA016497;HPA036691;HPA036692;
ST6GAL1,CAB015018;CAB016122;
TBX21,CAB009524;CAB030043;
FRY,HPA041635;
PICALM,HPA019053;HPA019061;
NSF,HPA003154;CAB009324;HPA071089;
GLI2,CAB008558;HPA074275;
CLASP1,HPA065219;
MRPS34,HPA042112;
NOTCH3,CAB005393;HPA044392;
CLNS1A,CAB017840;HPA031707;HPA031708;HPA032045;
PPP2R2C,HPA042122;HPA042770;HPA060473;
EED,CAB012211;HPA060089;HPA061140;
CDHR2,HPA012569;HPA017053;
SNCB,CAB002681;HPA035876;
TSG101,CAB004283;HPA006161;
NCBP3,HPA008959;HPA013195;
ATP2A3,HPA007180;CAB010882;
CA12,HPA008773;CAB025181;CAB062549;CAB068179;
MGLL,HPA011348;HPA011993;HPA011994;
NTN4,HPA049832;
BCS1L,HPA037700;HPA037701;
DPP8,HPA008706;
SLC24A1,HPA039370;
ZNF532,HPA015322;
LMAN1,HPA002320;CAB037163;
ZZEF1,HPA031778;HPA031790;
ENO1,CAB018614;HPA068284;HPA068721;CAB069394;
SLC12A1,HPA014967;HPA018107;
MYDGF,HPA041872;HPA046744;
ANO8,HPA049206;
TUBE1,HPA032073;HPA032074;
ARHGEF10L,HPA026426;HPA026440;HPA028115;
WSCD2,HPA013346;HPA048133;
KCNQ2,HPA016642;HPA057112;
ACTR6,HPA038587;HPA038588;
TIPIN,HPA039704;HPA058799;
EIF4G3,HPA025031;HPA025039;HPA025041;
SEMA3A,HPA029447;HPA052235;
ACAT1,HPA004428;HPA007569;
WNT8B,HPA036570;
ZNF638,HPA036784;HPA057395;
SLC25A40,HPA055197;
TIMM21,HPA010587;HPA051543;
ADD2,CAB009796;HPA034509;HPA034510;
FGF4,HPA011209;
RASAL2,HPA018805;HPA020453;
VPS9D1,HPA007847;HPA023620;
ZNF37A,HPA003172;
FNDC3B,HPA007859;
FOSL2,HPA004817;CAB013460;HPA061417;
CACNG5,HPA050115;
FRYL,HPA031106;HPA031107;
TMEM131,HPA017678;HPA017682;
ACTB,CAB002621;HPA041264;HPA041271;
MOCOS,HPA039412;HPA047958;
ATP12A,HPA039526;
DLG1,CAB016307;HPA069593;
RAB7A,HPA006964;CAB037131;
BCAP29,HPA029215;HPA049694;
SEC31B,HPA035882;HPA040819;HPA060052;
SART3,HPA028840;HPA044322;
TUBA3D,CAB004972;HPA039247;HPA043684;HPA063394;
EXOSC7,HPA036182;HPA057980;
KIFAP3,HPA023738;HPA023742;
MKRN2,HPA037559;HPA037560;
MCM6,HPA004818;CAB009577;
REXO2,HPA038450;HPA038451;
RBM7,HPA013993;HPA048003;
PTPN23,HPA016845;
MLH1,CAB013294;HPA052707;HPA060714;CAB070868;
UNG,CAB011605;
FMO4,HPA049100;HPA072438;
KLHL20,HPA025034;HPA053704;
RGS11,HPA041692;HPA043039;
SPAG5,HPA022008;HPA022479;HPA024418;
TPD52,HPA028427;HPA062167;
TRAF4,CAB009055;HPA021904;HPA052377;
PAG1,HPA001632;HPA066527;
GPATCH1,HPA043430;HPA043604;
ICAM3,CAB002498;HPA049820;
NT5C2,HPA003751;
MCAM,CAB002147;HPA008848;
MBNL3,HPA001584;
CAMSAP3,HPA043830;HPA062149;
ARHGEF1,CAB009502;HPA012924;HPA060784;
STXBP2,HPA015564;HPA063868;
MAP2K7,HPA001633;CAB004262;HPA064711;
DGKD,HPA027530;HPA049101;
CTTNBP2,CAB009151;HPA044654;
ACTL6B,HPA045126;
RARB,CAB002617;HPA004174;
NFKB2,HPA008422;CAB022098;HPA023900;
PPP1R12B,HPA024171;HPA024640;
DNAJC10,HPA031111;
GTF3C1,HPA051617;HPA075900;
IL4R,CAB004451;HPA050124;HPA070380;
USP33,HPA005719;
PAK3,HPA044791;HPA060219;
SNRPA,CAB004652;HPA046440;HPA054834;
EXOSC5,HPA053150;HPA055677;
DYNC1I2,CAB033836;HPA040619;HPA053987;
APBB1IP,HPA017009;HPA063903;
LRCH4,HPA037667;HPA037668;
SIRT6,HPA049729;HPA071776;
POLD3,HPA058846;
CAPZB,HPA031531;
GPR137B,HPA026422;
NAALAD2,HPA060820;HPA065419;
JADE1,HPA020016;
SLC25A43,HPA035188;HPA078530;
FGFR1,CAB033614;HPA056402;
FKBP6,HPA061109;
SMC1B,HPA001500;
ITGA8,HPA003432;
MAP2,CAB001984;HPA008273;HPA012558;HPA012828;
AMPH,CAB008559;HPA019828;HPA019829;
MCCC1,HPA008310;
LAMP3,CAB025133;HPA051467;
FAP,HPA059739;
NEBL,HPA013994;HPA013995;
PIK3C3,HPA040718;
N4BP2,HPA036770;HPA042607;HPA072549;
TULP3,HPA015285;HPA018496;
ADCY2,CAB031482;HPA038015;HPA038483;
PPP2R5C,HPA027553;
HOXA9,HPA061982;HPA076200;
MLLT10,HPA005747;
ADCYAP1R1,HPA030739;HPA049877;
P2RY10,HPA036757;HPA065766;
VDAC3,HPA026864;
PCM1,HPA023370;HPA023374;CAB058695;
TNRC6C,HPA022007;HPA062051;
CBFA2T2,HPA060523;HPA072433;
BRINP1,HPA038828;
ITCH,HPA021126;HPA049032;CAB072824;CAB072825;
PKD2L2,HPA041903;HPA043634;
SDF4,HPA011249;HPA011895;CAB015227;
BPIFB2,HPA049491;HPA060121;
TP73,CAB002514;CAB003022;HPA027314;HPA044516;
TOLLIP,HPA038621;HPA038622;
UBE2D4,HPA003920;
RUNX1T1,HPA049852;HPA070951;
CDH17,HPA023614;HPA023616;CAB025143;HPA026556;
THOC1,HPA019096;HPA019687;
FKBP7,HPA008707;
OSBPL6,HPA032131;
SLC1A3,CAB002573;HPA037467;HPA037468;
XRCC5,CAB004468;HPA025813;HPA064685;
LXN,HPA014179;CAB025128;
SP140,HPA006162;HPA067493;
MKNK1,CAB027355;CAB037310;HPA071293;
TNS1,CAB018774;HPA036089;HPA036090;
SAR1A,HPA006923;CAB022545;HPA048368;
RAPGEF3,CAB004386;HPA040365;HPA043518;
CEACAM1,CAB002146;HPA011041;
CIC,CAB026388;HPA044341;HPA064725;
LIPE,HPA006567;CAB017700;
FDFT1,HPA008874;
PAFAH1B3,HPA035639;
SCGN,CAB004005;HPA006641;CAB044060;CAB062563;CAB068232;
PGM1,CAB004666;HPA024190;HPA024637;HPA046329;
DDX1,CAB012280;HPA034502;HPA034503;
EPB41L2,HPA005730;HPA006642;
MOXD1,HPA035740;
STX7,HPA001467;CAB062564;
KEAP1,HPA005558;CAB025337;
DDX43,HPA031381;
DCT,HPA010742;HPA010743;HPA010800;CAB017634;
SLC35C2,HPA027011;
EPHA6,HPA007397;HPA058047;
SCTR,HPA007269;
RIF1,HPA036887;HPA036888;
SLC4A4,CAB022493;HPA035628;HPA035629;HPA079220;
SMARCA2,HPA029981;CAB037276;
COL5A3,HPA048256;
PUM3,HPA002353;
CPB2,HPA004146;
KCNN2,HPA038221;
CNOT4,HPA005737;
PSEN1,CAB006844;HPA030760;HPA067496;
CLDND1,HPA029841;
HSP90AA1,CAB002058;
RBL1,HPA054962;HPA056525;
DLGAP4,HPA054105;HPA056378;
IGSF9B,HPA010744;HPA010802;
CFHR2,HPA038915;HPA040726;HPA049813;
AP4E1,HPA041749;HPA041891;
RSBN1,HPA042124;HPA049484;
TCF7,CAB019403;HPA058863;HPA070505;
OSTM1,HPA010851;
IMPG2,HPA008779;HPA015907;
PCNP,HPA035011;HPA063861;
EXD2,HPA002906;HPA005848;
ARG2,HPA000663;CAB009435;
MEF2C,HPA005533;CAB068196;CAB068197;
PTPRC,CAB000052;HPA000440;CAB002800;CAB056154;CAB068221;
CACNA1S,CAB009507;HPA048892;HPA056815;
PKP1,HPA027221;CAB033130;
UBA5,HPA017235;
STK17B,HPA034858;
CDC14B,HPA013312;HPA064747;
ZNF510,HPA049139;
LRP2,HPA005980;HPA064792;
JMJD4,HPA027260;HPA052861;
DUSP12,HPA008840;
AACS,HPA058815;
KIAA0141,HPA036548;HPA061490;
SLC13A1,HPA053615;HPA062714;
PCDHB4,HPA014466;
HSPB11,HPA030140;
ATP8B1,HPA018673;HPA018674;
IL12RB2,HPA024168;
SMARCD3,HPA063955;HPA065517;
WDR70,HPA043064;HPA048149;
FYB1,CAB025336;HPA026796;HPA067427;
STRADB,HPA026549;HPA028520;
BZW1,HPA047288;HPA053272;
PGR,CAB000068;HPA004751;HPA008428;HPA017176;CAB055100;
ME2,HPA008247;HPA008880;
C5orf22,HPA043062;
CCNT2,HPA005559;
FAM135A,HPA031743;HPA031744;
COL19A1,HPA042422;
EPB41L3,HPA028605;
COBLL1,HPA044933;HPA053344;
DLG3,HPA001733;HPA078130;
SERTAD4,HPA027344;HPA028514;
TRAF5,HPA008052;CAB010277;
MRPL22,HPA047063;
GEMIN5,HPA037392;HPA037393;
GSK3B,CAB016263;HPA028017;
ERC1,HPA019513;HPA019523;HPA024130;
XPO1,CAB010184;HPA042933;
DOPEY1,HPA027902;HPA027904;
LYRM2,HPA063932;
BCKDHB,HPA031580;HPA031956;
KAT6A,CAB017023;HPA063266;HPA065052;
ZCCHC6,HPA020615;HPA020620;
ULK2,CAB037021;
GRHL2,HPA004820;HPA062839;
TNPO1,CAB016325;
ITGAE,HPA036313;HPA052147;
DIS3,HPA039281;HPA058762;
PIBF1,HPA052269;HPA066120;
PDS5B,HPA039513;HPA040015;
OXCT1,HPA012047;HPA061425;
RRAGB,HPA003734;
CYLD,CAB011713;HPA050095;
SLC27A5,HPA007292;CAB056160;CAB068239;
ZNF324,HPA039774;
ZNF586,HPA030306;HPA060782;
FAT1,HPA001869;HPA023882;
YTHDC1,HPA036462;
CHMP2B,HPA035069;HPA052754;
SMAP2,HPA021466;HPA024424;
PPIE,HPA019357;HPA020131;
ZMPSTE24,HPA006988;
STARD7,CAB033965;HPA064958;HPA064978;
NOA1,HPA035838;HPA035839;
REST,HPA006079;CAB068222;
HAL,HPA038547;HPA038548;
SSH1,HPA019845;
GSTP1,HPA019779;HPA019869;
APLP2,HPA039319;
WBP11,HPA039710;HPA040037;HPA046403;HPA049126;
EIF3I,HPA029939;HPA029940;
NKAIN1,HPA006873;
TXLNA,HPA045383;HPA072477;
APOB,CAB016070;HPA049793;
NCOA1,CAB019402;HPA070213;HPA070520;
AGBL5,HPA030981;
EFR3B,HPA038089;HPA071831;
RAB10,HPA045611;
GCKR,CAB034098;HPA052227;
HADHA,HPA015536;HPA056070;
MAPRE3,HPA009263;
CAD,CAB007781;HPA057266;HPA069341;
CD59,CAB001448;HPA026494;
CD82,CAB002508;HPA028900;HPA061418;
BCORL1,HPA031775;HPA031777;HPA068568;
AK6,CAB005361;HPA070217;
FCN1,HPA000685;HPA001295;CAB016760;
MECOM,HPA046537;
PREP,CAB025414;HPA031388;HPA031389;HPA031390;
SEH1L,HPA039964;
WDR47,HPA027287;HPA027289;
WDFY1,HPA050603;
OVGP1,HPA031666;HPA062205;
MAP3K4,HPA007625;
IGSF9,HPA037753;
ABCB1,CAB001716;HPA002199;HPA074614;
RRN3,HPA049837;
CTTN,CAB011235;HPA057242;
WNT11,HPA050101;
DDHD2,CAB015202;HPA023143;HPA023147;
TTC39A,HPA028098;HPA043440;
EPS15,HPA008451;CAB010164;HPA061431;
ORC1,HPA027439;HPA027450;
MGST2,HPA010707;
CHERP,HPA050647;
USP40,HPA005821;
RAD54L,HPA028954;HPA051537;
MAST2,HPA039722;HPA040155;
DNAJA1,HPA001306;CAB033665;
B4GALT1,HPA010806;HPA010807;
AQP6,HPA015278;
DIMT1,HPA042944;
FOLH1,CAB001451;HPA010593;
EIF2AK1,HPA016496;CAB022082;HPA061675;
NME8,CAB016416;HPA019259;HPA029572;
EPDR1,CAB026298;HPA072321;
SEPHS1,HPA037645;HPA062118;
MRPL28,HPA030594;CAB033542;HPA055589;
HBQ1,HPA062473;
ITPKC,HPA050760;HPA053003;
CEACAM6,CAB008370;HPA011041;
FAT2,CAB033680;
RBM22,HPA001634;
TMED2,HPA014060;
ERO1B,HPA028085;
ZFAND6,HPA034845;HPA052746;HPA077824;
HSD17B2,HPA021826;HPA050235;
TXLNG,HPA000297;HPA000841;
LAT2,HPA003462;
HUWE1,HPA002548;CAB022718;
ZW10,CAB011565;HPA051253;HPA055410;
ALG9,HPA038575;
MYBPC2,HPA042991;
ACOX3,HPA035840;HPA035841;
MTMR2,HPA049831;
PPP1R15A,CAB018395;HPA020240;
HSD17B14,HPA021467;
TRIP6,CAB046454;CAB046460;HPA052813;
FTL,CAB020769;HPA041602;
SRRT,HPA042858;HPA058379;
BAX,CAB004206;HPA027878;
ADAMTS2,HPA028363;HPA028444;
TMPRSS11E,HPA051062;
PSMC5,HPA017871;HPA064293;
UIMC1,HPA037503;HPA037504;
MMP2,HPA001939;CAB002788;
MT3,HPA004011;CAB017779;
LPCAT2,HPA007891;HPA008433;
GNAO1,CAB008387;HPA040878;
OGFOD1,HPA003215;HPA003722;
NOP14,HPA039596;HPA055652;
ADD1,CAB009794;HPA035873;HPA035874;
TXNDC16,HPA002543;
RTRAF,HPA039824;
GMCL1,HPA039579;
SF3B2,HPA045028;
KLHL42,HPA020979;
GNAS,CAB010337;HPA018122;HPA027478;HPA028386;
DNM1L,CAB009952;HPA039324;
PTHLH,HPA035982;
TFAP2C,CAB016061;CAB016079;HPA055179;HPA057076;
AURKA,CAB001454;HPA002636;
AAMDC,HPA037918;HPA037919;
RFX2,HPA048969;
CNOT3,HPA006408;
GP6,HPA066482;
PTPN4,HPA019351;
DDX18,HPA035400;HPA041056;
KHSRP,HPA034739;HPA056518;
ASAP3,HPA020537;HPA020546;
EDEM2,CAB037238;HPA048353;
DNMT3B,HPA001595;HPA001803;CAB069896;
REM1,HPA049821;
TPX2,HPA005487;
PDRG1,HPA047084;HPA063542;
EPB41L1,HPA054104;HPA056817;
SLC15A1,HPA002827;
ANKRD10,CAB034211;HPA038878;HPA038879;
C3orf18,HPA012105;
COQ9,HPA040918;
TMEM40,HPA044165;HPA073122;
ARHGAP28,HPA030413;HPA030414;HPA030415;
PPP1R13B,HPA006394;CAB015454;
SMOX,HPA047117;HPA060198;
SIGLEC1,HPA053457;
FKBP1A,CAB004639;HPA051798;
NSFL1C,HPA047108;HPA050628;
SLC4A11,HPA018120;HPA058377;
C20orf194,HPA052103;HPA067418;
ZNF343,HPA030587;HPA052438;
LZTS3,HPA031008;HPA031009;
XRN2,HPA047118;HPA050485;
SNX5,CAB020679;HPA051187;HPA076450;
RPL6,HPA060903;HPA068418;
MAPKAPK5,CAB004546;HPA015515;
ESF1,HPA047083;HPA050396;
SLC23A2,HPA052825;HPA059314;
SLC8B1,HPA040668;
TMEM230,HPA009078;HPA061421;
DZANK1,HPA059478;HPA064255;
TASP1,HPA030824;HPA030825;
GCN1,HPA018799;HPA019648;HPA024367;
RPLP0,HPA003512;HPA073501;
PXN,CAB003841;HPA051309;
SIRT4,HPA029691;HPA029692;
RPH3A,HPA002475;
KIF16B,HPA051198;
TRMT6,HPA047032;HPA050408;
TBX5,HPA008786;HPA064683;
BRAP,HPA040357;HPA058820;
ERP29,HPA039363;HPA039456;
IGBP1,HPA000634;HPA001004;CAB034139;
FXYD5,HPA010817;
GRAMD1A,HPA008852;HPA012570;
CDIP1,HPA049352;
CMTM1,HPA013801;HPA017136;
GANAB,HPA026874;HPA061426;
GMIP,HPA042484;HPA045481;
RBM41,HPA042881;
BIRC5,HPA002830;CAB004270;
LAG3,CAB002301;HPA013967;
MLF2,HPA010811;HPA010859;
OTUB2,HPA002329;HPA075090;
DDX24,HPA002554;
ZBTB25,HPA054699;
NECAP1,HPA053980;HPA063300;
ARHGAP4,HPA001012;HPA001083;
ANKRD24,HPA041534;HPA048498;
DHX32,HPA048872;
RCOR1,CAB001956;HPA049327;HPA054241;
GPATCH2L,HPA018856;
LTBP4,CAB015194;
SPTLC1,HPA010860;CAB018747;HPA063907;
PAPOLA,HPA001788;
YPEL3,HPA030501;HPA045621;
MRPS33,HPA030425;
NDUFB2,HPA051377;
NUDC,HPA027183;HPA028105;
ICAM1,HPA002126;CAB002142;HPA004877;
STRN4,HPA043051;HPA043527;HPA056706;
IRAK3,HPA043097;
LYZ,CAB000055;HPA048284;HPA066182;
SI,HPA011897;
TFAP4,HPA001912;
PDCD7,HPA049388;
FETUB,HPA035132;HPA035133;
DNAJB11,HPA010814;HPA017051;
P3H2,HPA007890;HPA013355;HPA013611;
CHRD,HPA035827;
RAB11FIP3,HPA028088;HPA028631;HPA030086;
GNPTG,HPA004055;
ZNF268,HPA001794;
GOLGA3,HPA039809;HPA040044;
PABPC4,HPA027301;HPA056496;
CD209,CAB032436;CAB033831;
MCOLN1,HPA031763;CAB032637;HPA069495;
USP48,HPA030045;HPA030046;
PDPR,HPA048092;HPA070386;
AARS,CAB034261;HPA040870;
GLG1,HPA010815;
KIF4A,HPA034745;HPA034746;HPA061583;
TNRC6A,HPA015305;HPA017869;
PLEKHG2,HPA017973;HPA048054;
PITPNM2,HPA003414;HPA003978;
EXOC1,HPA037706;HPA044873;
RBM27,HPA035944;HPA036422;
POU4F3,HPA038215;
OSBPL8,HPA001309;
NLRC4,HPA006592;
PUS7,HPA024116;
LAMB4,HPA020242;HPA024247;
NRCAM,HPA012606;
LAMB1,HPA004056;HPA004132;CAB004256;
SLC26A4,HPA042860;
SLC26A3,HPA036055;
DLD,HPA044849;
TXNL1,HPA002828;HPA002829;CAB016446;
ITGA6,CAB009009;HPA012696;HPA027582;
RAPGEF4,CAB004388;HPA028968;
MAP3K20,HPA017205;
FH,CAB017785;HPA025770;HPA025948;HPA027341;
TF,HPA001527;HPA005692;CAB009538;
CDV3,HPA029761;HPA029762;HPA029763;
ALKBH5,HPA007196;
APOH,HPA001654;HPA003732;CAB022214;
PITPNM3,HPA022432;HPA059005;
ORC6,CAB016330;HPA072587;
ZFHX4,HPA023837;
CPA1,HPA021836;CAB025197;HPA052215;
ZC3HC1,HPA019089;HPA024023;
ESR1,CAB000037;HPA000449;HPA000450;CAB055099;CAB072858;
RGS17,HPA022276;HPA056493;
ANGPT2,CAB011437;CAB017626;
CCDC80,HPA002266;
HAUS4,HPA029803;HPA071195;
MYH7,HPA001239;HPA001349;CAB015384;
CEBPE,HPA002928;CAB005113;
SLC7A8,CAB046015;HPA051950;HPA060672;
OSGEP,HPA039751;
SLC22A17,HPA002728;
RNF31,CAB009063;HPA048745;
SCFD1,HPA003579;
HECTD1,HPA002929;HPA054461;
HNRNPC,CAB005223;HPA051075;CAB075755;CAB075756;
RPGRIP1,HPA042955;HPA060190;
SUPT16H,CAB022551;HPA049787;
GEMIN2,CAB015426;HPA046570;HPA057114;
TGM1,CAB015159;HPA040171;
TBL1Y,HPA050857;HPA060073;
SEMA6A,HPA031264;HPA031265;HPA031267;
TYRO3,HPA071245;
WDR76,HPA039804;HPA040626;
CAPN3,HPA040052;
SNAP23,HPA001214;CAB037083;CAB037317;
TBX15,HPA052245;HPA053713;
PHGDH,CAB003681;HPA021241;HPA024031;CAB068216;
EZR,CAB004035;HPA021616;CAB047324;CAB075739;
TEKT2,HPA027248;HPA027461;
RFFL,CAB008096;HPA017910;HPA019492;
NUP50,HPA047162;
CDC45,HPA000614;CAB009459;
COMT,HPA001169;CAB011233;
ECHDC1,HPA035445;HPA035446;
LRRFIP2,HPA035956;HPA042023;
XYLB,HPA037863;HPA038415;
GABRP,CAB014883;
CDC6,HPA050114;HPA065070;
UPRT,HPA000805;
AAAS,HPA040086;
CBX5,HPA016699;CAB017548;
FMO2,HPA028261;
SUCO,HPA047251;
MSH2,CAB009572;HPA066845;CAB070867;
MAP3K1,CAB004500;HPA046509;
DHPS,HPA014461;HPA029413;
HOOK2,HPA043519;HPA050351;
NXPE1,HPA049133;
ARCN1,HPA037573;HPA044874;
EPB41L4B,HPA042862;
PSMD5,HPA003216;
NUP188,HPA061750;HPA063942;
NANS,HPA019223;
TBC1D2,HPA030871;HPA076521;
SEMA4G,HPA038362;HPA077752;
BLNK,CAB009333;CAB016291;HPA038309;HPA038310;
SORBS1,HPA027559;CAB032850;HPA043084;
CRTAC1,HPA008175;
BAMBI,HPA010819;HPA010866;
WAC,HPA036528;HPA042609;HPA074604;
CREM,HPA001818;CAB018352;
NUBP2,HPA041704;
TPSD1,CAB002215;CAB032871;HPA040182;HPA049554;
HIVEP1,HPA050724;HPA067457;
TREM2,HPA010917;HPA012571;
BRPF3,HPA022787;
MRPS18A,HPA035450;HPA035451;
PGC,HPA031717;HPA031718;
EFHC1,HPA035307;
NCR2,HPA067249;
HSP90AB1,CAB005230;HPA055729;HPA072606;HPA074351;
CDC5L,HPA006302;HPA011361;CAB012275;
ITPR3,HPA003915;HPA064704;
ZNF184,HPA003226;HPA064793;
SIRT1,CAB003855;HPA006295;HPA052351;
JAK2,CAB013089;HPA040820;HPA043870;
ABL1,CAB002686;HPA027251;HPA027280;HPA028409;
SH3GLB1,CAB004650;HPA015608;HPA019900;
CDC7,CAB002669;HPA035831;
SYDE2,HPA027138;HPA058378;
PCSK5,HPA031072;
SCD,HPA012107;HPA063921;
TMED1,HPA018507;
ABLIM1,HPA038951;HPA038952;
RAB18,HPA025928;
NRP1,CAB004511;HPA030278;
PRTFDC1,HPA021458;
PALMD,HPA017959;HPA030549;
TSPAN15,HPA044657;HPA071160;
H2AFY2,HPA035865;HPA041189;
MAST3,HPA035061;HPA035062;
OCEL1,HPA042070;HPA043223;
MYO9B,CAB037190;HPA042043;
KCNK6,CAB022637;HPA040184;
PSMD8,HPA006702;CAB021101;
HSD3B7,HPA015965;HPA050521;HPA060847;
BCL7C,HPA018676;HPA052654;
ATP5F1D,HPA002865;
IGFALS,HPA040692;HPA040948;
MARCH2,HPA014063;
NDUFB7,HPA002817;
TECR,HPA029780;HPA056488;
CDC34,HPA002382;CAB005109;CAB047311;HPA074334;
MISP,HPA049511;HPA062232;
CEP170B,HPA000871;HPA059017;
POLR2E,HPA063030;HPA068992;
POLRMT,HPA006366;
CDHR5,HPA009081;HPA009173;CAB025004;
IZUMO4,HPA048496;
GADD45B,HPA029816;
MKNK2,HPA021875;CAB037253;HPA070499;
TRMT2A,HPA001077;
ZDHHC8,HPA003422;
MED15,HPA003179;
SERPIND1,CAB008639;HPA055767;
SNAP29,HPA031823;CAB037092;HPA056492;
LZTR1,HPA067852;HPA068772;HPA071248;
MMP11,CAB002593;HPA068864;
CECR2,HPA002943;
P2RX6,HPA028776;HPA028777;
DERL3,CAB037234;HPA049306;
BCL2L13,CAB002052;HPA030994;HPA050377;
DDT,HPA049871;HPA074115;
CABIN1,HPA043296;
TBC1D10A,HPA007725;HPA008142;HPA076041;
SUSD2,HPA004117;
RNF215,HPA029427;HPA056498;
SEC14L2,HPA064466;
SEC14L3,HPA059450;
SPECC1L,HPA070614;
PPIL2,HPA035344;HPA055637;
UPB1,HPA000728;HPA076321;
YPEL1,HPA030501;HPA045621;
